productId,storeId,productType,weight
8487,DRP47,531,Hard Drinks,
8488,FDF33,531,Seafood,7.97
8489,DRB01,531,Soft Drinks,7.39
8490,NCX18,531,Household,
8491,FDU16,531,Frozen Foods,19.25
8492,FDY39,531,Meat,5.305
8493,FDM14,531,Canned,13.8
8494,FDC59,531,Starchy Foods,
8495,FDQ49,531,Breakfast,20.2
8496,FDU33,532,Snack Foods,7.63
8497,FDY15,532,Dairy,18.25
8498,NCP43,532,Others,17.75
8499,FDD08,532,Fruits and Vegetables,8.3
8500,FDY59,532,Baking Goods,8.195
8501,NCP29,532,Health and Hygiene,8.42
8502,FDU35,532,Breads,6.44
8503,DRP47,532,Hard Drinks,
8504,FDF33,532,Seafood,7.97
8505,DRB01,532,Soft Drinks,7.39
8506,NCX18,532,Household,
8507,FDU16,532,Frozen Foods,19.25
8508,FDY39,532,Meat,5.305
8509,FDM14,532,Canned,13.8
8510,FDC59,532,Starchy Foods,
8511,FDQ49,532,Breakfast,20.2
8512,FDU33,533,Snack Foods,7.63
8513,FDY15,533,Dairy,18.25
8514,NCP43,533,Others,17.75
8515,FDD08,533,Fruits and Vegetables,8.3
8516,FDY59,533,Baking Goods,8.195
8517,NCP29,533,Health and Hygiene,8.42
8518,FDU35,533,Breads,6.44
8519,DRP47,533,Hard Drinks,
8520,FDF33,533,Seafood,7.97
8521,DRB01,533,Soft Drinks,7.39
8522,NCX18,533,Household,
8523,FDU16,533,Frozen Foods,19.25
8524,FDY39,533,Meat,5.305
8525,FDM14,533,Canned,13.8
8526,FDC59,533,Starchy Foods,
8527,FDQ49,533,Breakfast,20.2
8528,FDU33,534,Snack Foods,7.63
8529,FDY15,534,Dairy,18.25
8530,NCP43,534,Others,17.75
8531,FDD08,534,Fruits and Vegetables,8.3
8532,FDY59,534,Baking Goods,8.195
8533,NCP29,534,Health and Hygiene,8.42
8534,FDU35,534,Breads,6.44
8535,DRP47,534,Hard Drinks,
8536,FDF33,534,Seafood,7.97
8537,DRB01,534,Soft Drinks,7.39
8538,NCX18,534,Household,
8539,FDU16,534,Frozen Foods,19.25
8540,FDY39,534,Meat,5.305
8541,FDM14,534,Canned,13.8
8542,FDC59,534,Starchy Foods,
8543,FDQ49,534,Breakfast,20.2
8544,FDU33,535,Snack Foods,7.63
8545,FDY15,535,Dairy,18.25
8546,NCP43,535,Others,17.75
8547,FDD08,535,Fruits and Vegetables,8.3
8548,FDY59,535,Baking Goods,8.195
8549,NCP29,535,Health and Hygiene,8.42
8550,FDU35,535,Breads,6.44
8551,DRP47,535,Hard Drinks,
8552,FDF33,535,Seafood,7.97
8553,DRB01,535,Soft Drinks,7.39
8554,NCX18,535,Household,
8555,FDU16,535,Frozen Foods,19.25
8556,FDY39,535,Meat,5.305
8557,FDM14,535,Canned,13.8
8558,FDC59,535,Starchy Foods,
8559,FDQ49,535,Breakfast,20.2
8560,FDU33,536,Snack Foods,7.63
8561,FDY15,536,Dairy,18.25
8562,NCP43,536,Others,17.75
8563,FDD08,536,Fruits and Vegetables,8.3
8564,FDY59,536,Baking Goods,8.195
8565,NCP29,536,Health and Hygiene,8.42
8566,FDU35,536,Breads,6.44
8567,DRP47,536,Hard Drinks,
8568,FDF33,536,Seafood,7.97
8569,DRB01,536,Soft Drinks,7.39
8570,NCX18,536,Household,
8571,FDU16,536,Frozen Foods,19.25
8572,FDY39,536,Meat,5.305
8573,FDM14,536,Canned,13.8
8574,FDC59,536,Starchy Foods,
8575,FDQ49,536,Breakfast,20.2
8576,FDU33,537,Snack Foods,7.63
8577,FDY15,537,Dairy,18.25
8578,NCP43,537,Others,17.75
8579,FDD08,537,Fruits and Vegetables,8.3
8580,FDY59,537,Baking Goods,8.195
8581,NCP29,537,Health and Hygiene,8.42
8582,FDU35,537,Breads,6.44
8583,DRP47,537,Hard Drinks,
8584,FDF33,537,Seafood,7.97
8585,DRB01,537,Soft Drinks,7.39
8586,NCX18,537,Household,
8587,FDU16,537,Frozen Foods,19.25
8588,FDY39,537,Meat,5.305
8589,FDM14,537,Canned,13.8
8590,FDC59,537,Starchy Foods,
8591,FDQ49,537,Breakfast,20.2
8592,FDU33,538,Snack Foods,7.63
8593,FDY15,538,Dairy,18.25
8594,NCP43,538,Others,17.75
8595,FDD08,538,Fruits and Vegetables,8.3
8596,FDY59,538,Baking Goods,8.195
8597,NCP29,538,Health and Hygiene,8.42
8598,FDU35,538,Breads,6.44
8599,DRP47,538,Hard Drinks,
8600,FDF33,538,Seafood,7.97
8601,DRB01,538,Soft Drinks,7.39
8602,NCX18,538,Household,
8603,FDU16,538,Frozen Foods,19.25
8604,FDY39,538,Meat,5.305
8605,FDM14,538,Canned,13.8
8606,FDC59,538,Starchy Foods,
8607,FDQ49,538,Breakfast,20.2
8608,FDU33,539,Snack Foods,7.63
8609,FDY15,539,Dairy,18.25
8610,NCP43,539,Others,17.75
8611,FDD08,539,Fruits and Vegetables,8.3
8612,FDY59,539,Baking Goods,8.195
8613,NCP29,539,Health and Hygiene,8.42
8614,FDU35,539,Breads,6.44
8615,DRP47,539,Hard Drinks,
8616,FDF33,539,Seafood,7.97
8617,DRB01,539,Soft Drinks,7.39
8618,NCX18,539,Household,
8619,FDU16,539,Frozen Foods,19.25
8620,FDY39,539,Meat,5.305
8621,FDM14,539,Canned,13.8
8622,FDC59,539,Starchy Foods,
8623,FDQ49,539,Breakfast,20.2
8624,FDU33,540,Snack Foods,7.63
8625,FDY15,540,Dairy,18.25
8626,NCP43,540,Others,17.75
8627,FDD08,540,Fruits and Vegetables,8.3
8628,FDY59,540,Baking Goods,8.195
8629,NCP29,540,Health and Hygiene,8.42
8630,FDU35,540,Breads,6.44
8631,DRP47,540,Hard Drinks,
8632,FDF33,540,Seafood,7.97
8633,DRB01,540,Soft Drinks,7.39
8634,NCX18,540,Household,
8635,FDU16,540,Frozen Foods,19.25
8636,FDY39,540,Meat,5.305
8637,FDM14,540,Canned,13.8
8638,FDC59,540,Starchy Foods,
8639,FDQ49,540,Breakfast,20.2
8640,FDU33,541,Snack Foods,7.63
8641,FDY15,541,Dairy,18.25
8642,NCP43,541,Others,17.75
8643,FDD08,541,Fruits and Vegetables,8.3
8644,FDY59,541,Baking Goods,8.195
8645,NCP29,541,Health and Hygiene,8.42
8646,FDU35,541,Breads,6.44
8647,DRP47,541,Hard Drinks,
8648,FDF33,541,Seafood,7.97
8649,DRB01,541,Soft Drinks,7.39
8650,NCX18,541,Household,
8651,FDU16,541,Frozen Foods,19.25
8652,FDY39,541,Meat,5.305
8653,FDM14,541,Canned,13.8
8654,FDC59,541,Starchy Foods,
8655,FDQ49,541,Breakfast,20.2
8656,FDU33,542,Snack Foods,7.63
8657,FDY15,542,Dairy,18.25
8658,NCP43,542,Others,17.75
8659,FDD08,542,Fruits and Vegetables,8.3
8660,FDY59,542,Baking Goods,8.195
8661,NCP29,542,Health and Hygiene,8.42
8662,FDU35,542,Breads,6.44
8663,DRP47,542,Hard Drinks,
8664,FDF33,542,Seafood,7.97
8665,DRB01,542,Soft Drinks,7.39
8666,NCX18,542,Household,
8667,FDU16,542,Frozen Foods,19.25
8668,FDY39,542,Meat,5.305
8669,FDM14,542,Canned,13.8
8670,FDC59,542,Starchy Foods,
8671,FDQ49,542,Breakfast,20.2
8672,FDU33,543,Snack Foods,7.63
8673,FDY15,543,Dairy,18.25
8674,NCP43,543,Others,17.75
8675,FDD08,543,Fruits and Vegetables,8.3
8676,FDY59,543,Baking Goods,8.195
8677,NCP29,543,Health and Hygiene,8.42
8678,FDU35,543,Breads,6.44
8679,DRP47,543,Hard Drinks,
8680,FDF33,543,Seafood,7.97
8681,DRB01,543,Soft Drinks,7.39
8682,NCX18,543,Household,
8683,FDU16,543,Frozen Foods,19.25
8684,FDY39,543,Meat,5.305
8685,FDM14,543,Canned,13.8
8686,FDC59,543,Starchy Foods,
8687,FDQ49,543,Breakfast,20.2
8688,FDU33,544,Snack Foods,7.63
8689,FDY15,544,Dairy,18.25
8690,NCP43,544,Others,17.75
8691,FDD08,544,Fruits and Vegetables,8.3
8692,FDY59,544,Baking Goods,8.195
8693,NCP29,544,Health and Hygiene,8.42
8694,FDU35,544,Breads,6.44
8695,DRP47,544,Hard Drinks,
8696,FDF33,544,Seafood,7.97
8697,DRB01,544,Soft Drinks,7.39
8698,NCX18,544,Household,
8699,FDU16,544,Frozen Foods,19.25
8700,FDY39,544,Meat,5.305
8701,FDM14,544,Canned,13.8
8702,FDC59,544,Starchy Foods,
8703,FDQ49,544,Breakfast,20.2
8704,FDU33,545,Snack Foods,7.63
8705,FDY15,545,Dairy,18.25
8706,NCP43,545,Others,17.75
8707,FDD08,545,Fruits and Vegetables,8.3
8708,FDY59,545,Baking Goods,8.195
8709,NCP29,545,Health and Hygiene,8.42
8710,FDU35,545,Breads,6.44
8711,DRP47,545,Hard Drinks,
8712,FDF33,545,Seafood,7.97
8713,DRB01,545,Soft Drinks,7.39
8714,NCX18,545,Household,
8715,FDU16,545,Frozen Foods,19.25
8716,FDY39,545,Meat,5.305
8717,FDM14,545,Canned,13.8
8718,FDC59,545,Starchy Foods,
8719,FDQ49,545,Breakfast,20.2
8720,FDU33,546,Snack Foods,7.63
8721,FDY15,546,Dairy,18.25
8722,NCP43,546,Others,17.75
8723,FDD08,546,Fruits and Vegetables,8.3
8724,FDY59,546,Baking Goods,8.195
8725,NCP29,546,Health and Hygiene,8.42
8726,FDU35,546,Breads,6.44
8727,DRP47,546,Hard Drinks,
8728,FDF33,546,Seafood,7.97
8729,DRB01,546,Soft Drinks,7.39
8730,NCX18,546,Household,
8731,FDU16,546,Frozen Foods,19.25
8732,FDY39,546,Meat,5.305
8733,FDM14,546,Canned,13.8
8734,FDC59,546,Starchy Foods,
8735,FDQ49,546,Breakfast,20.2
8736,FDU33,547,Snack Foods,7.63
8737,FDY15,547,Dairy,18.25
8738,NCP43,547,Others,17.75
8739,FDD08,547,Fruits and Vegetables,8.3
8740,FDY59,547,Baking Goods,8.195
8741,NCP29,547,Health and Hygiene,8.42
8742,FDU35,547,Breads,6.44
8743,DRP47,547,Hard Drinks,
8744,FDF33,547,Seafood,7.97
8745,DRB01,547,Soft Drinks,7.39
8746,NCX18,547,Household,
8747,FDU16,547,Frozen Foods,19.25
8748,FDY39,547,Meat,5.305
8749,FDM14,547,Canned,13.8
8750,FDC59,547,Starchy Foods,
8751,FDQ49,547,Breakfast,20.2
8752,FDU33,548,Snack Foods,7.63
8753,FDY15,548,Dairy,18.25
8754,NCP43,548,Others,17.75
8755,FDD08,548,Fruits and Vegetables,8.3
8756,FDY59,548,Baking Goods,8.195
8757,NCP29,548,Health and Hygiene,8.42
8758,FDU35,548,Breads,6.44
8759,DRP47,548,Hard Drinks,
8760,FDF33,548,Seafood,7.97
8761,DRB01,548,Soft Drinks,7.39
8762,NCX18,548,Household,
8763,FDU16,548,Frozen Foods,19.25
8764,FDY39,548,Meat,5.305
8765,FDM14,548,Canned,13.8
8766,FDC59,548,Starchy Foods,
8767,FDQ49,548,Breakfast,20.2
8768,FDU33,549,Snack Foods,7.63
8769,FDY15,549,Dairy,18.25
8770,NCP43,549,Others,17.75
8771,FDD08,549,Fruits and Vegetables,8.3
8772,FDY59,549,Baking Goods,8.195
8773,NCP29,549,Health and Hygiene,8.42
8774,FDU35,549,Breads,6.44
8775,DRP47,549,Hard Drinks,
8776,FDF33,549,Seafood,7.97
8777,DRB01,549,Soft Drinks,7.39
8778,NCX18,549,Household,
8779,FDU16,549,Frozen Foods,19.25
8780,FDY39,549,Meat,5.305
8781,FDM14,549,Canned,13.8
8782,FDC59,549,Starchy Foods,
8783,FDQ49,549,Breakfast,20.2
8784,FDU33,550,Snack Foods,7.63
8785,FDY15,550,Dairy,18.25
8786,NCP43,550,Others,17.75
8787,FDD08,550,Fruits and Vegetables,8.3
8788,FDY59,550,Baking Goods,8.195
8789,NCP29,550,Health and Hygiene,8.42
8790,FDU35,550,Breads,6.44
8791,DRP47,550,Hard Drinks,
8792,FDF33,550,Seafood,7.97
8793,DRB01,550,Soft Drinks,7.39
8794,NCX18,550,Household,
8795,FDU16,550,Frozen Foods,19.25
8796,FDY39,550,Meat,5.305
8797,FDM14,550,Canned,13.8
8798,FDC59,550,Starchy Foods,
8799,FDQ49,550,Breakfast,20.2
8800,FDU33,551,Snack Foods,7.63
8801,FDY15,551,Dairy,18.25
8802,NCP43,551,Others,17.75
8803,FDD08,551,Fruits and Vegetables,8.3
8804,FDY59,551,Baking Goods,8.195
8805,NCP29,551,Health and Hygiene,8.42
8806,FDU35,551,Breads,6.44
8807,DRP47,551,Hard Drinks,
8808,FDF33,551,Seafood,7.97
8809,DRB01,551,Soft Drinks,7.39
8810,NCX18,551,Household,
8811,FDU16,551,Frozen Foods,19.25
8812,FDY39,551,Meat,5.305
8813,FDM14,551,Canned,13.8
8814,FDC59,551,Starchy Foods,
8815,FDQ49,551,Breakfast,20.2
8816,FDU33,552,Snack Foods,7.63
8817,FDY15,552,Dairy,18.25
8818,NCP43,552,Others,17.75
8819,FDD08,552,Fruits and Vegetables,8.3
8820,FDY59,552,Baking Goods,8.195
8821,NCP29,552,Health and Hygiene,8.42
8822,FDU35,552,Breads,6.44
8823,DRP47,552,Hard Drinks,
8824,FDF33,552,Seafood,7.97
8825,DRB01,552,Soft Drinks,7.39
8826,NCX18,552,Household,
8827,FDU16,552,Frozen Foods,19.25
8828,FDY39,552,Meat,5.305
8829,FDM14,552,Canned,13.8
8830,FDC59,552,Starchy Foods,
8831,FDQ49,552,Breakfast,20.2
8832,FDU33,553,Snack Foods,7.63
8833,FDY15,553,Dairy,18.25
8834,NCP43,553,Others,17.75
8835,FDD08,553,Fruits and Vegetables,8.3
8836,FDY59,553,Baking Goods,8.195
8837,NCP29,553,Health and Hygiene,8.42
8838,FDU35,553,Breads,6.44
8839,DRP47,553,Hard Drinks,
8840,FDF33,553,Seafood,7.97
8841,DRB01,553,Soft Drinks,7.39
8842,NCX18,553,Household,
8843,FDU16,553,Frozen Foods,19.25
8844,FDY39,553,Meat,5.305
8845,FDM14,553,Canned,13.8
8846,FDC59,553,Starchy Foods,
8847,FDQ49,553,Breakfast,20.2
8848,FDU33,554,Snack Foods,7.63
8849,FDY15,554,Dairy,18.25
8850,NCP43,554,Others,17.75
8851,FDD08,554,Fruits and Vegetables,8.3
8852,FDY59,554,Baking Goods,8.195
8853,NCP29,554,Health and Hygiene,8.42
8854,FDU35,554,Breads,6.44
8855,DRP47,554,Hard Drinks,
8856,FDF33,554,Seafood,7.97
8857,DRB01,554,Soft Drinks,7.39
8858,NCX18,554,Household,
8859,FDU16,554,Frozen Foods,19.25
8860,FDY39,554,Meat,5.305
8861,FDM14,554,Canned,13.8
8862,FDC59,554,Starchy Foods,
8863,FDQ49,554,Breakfast,20.2
8864,FDU33,555,Snack Foods,7.63
8865,FDY15,555,Dairy,18.25
8866,NCP43,555,Others,17.75
8867,FDD08,555,Fruits and Vegetables,8.3
8868,FDY59,555,Baking Goods,8.195
8869,NCP29,555,Health and Hygiene,8.42
8870,FDU35,555,Breads,6.44
8871,DRP47,555,Hard Drinks,
8872,FDF33,555,Seafood,7.97
8873,DRB01,555,Soft Drinks,7.39
8874,NCX18,555,Household,
8875,FDU16,555,Frozen Foods,19.25
8876,FDY39,555,Meat,5.305
8877,FDM14,555,Canned,13.8
8878,FDC59,555,Starchy Foods,
8879,FDQ49,555,Breakfast,20.2
8880,FDU33,556,Snack Foods,7.63
8881,FDY15,556,Dairy,18.25
8882,NCP43,556,Others,17.75
8883,FDD08,556,Fruits and Vegetables,8.3
8884,FDY59,556,Baking Goods,8.195
8885,NCP29,556,Health and Hygiene,8.42
8886,FDU35,556,Breads,6.44
8887,DRP47,556,Hard Drinks,
8888,FDF33,556,Seafood,7.97
8889,DRB01,556,Soft Drinks,7.39
8890,NCX18,556,Household,
8891,FDU16,556,Frozen Foods,19.25
8892,FDY39,556,Meat,5.305
8893,FDM14,556,Canned,13.8
8894,FDC59,556,Starchy Foods,
8895,FDQ49,556,Breakfast,20.2
8896,FDU33,557,Snack Foods,7.63
8897,FDY15,557,Dairy,18.25
8898,NCP43,557,Others,17.75
8899,FDD08,557,Fruits and Vegetables,8.3
8900,FDY59,557,Baking Goods,8.195
8901,NCP29,557,Health and Hygiene,8.42
8902,FDU35,557,Breads,6.44
8903,DRP47,557,Hard Drinks,
8904,FDF33,557,Seafood,7.97
8905,DRB01,557,Soft Drinks,7.39
8906,NCX18,557,Household,
8907,FDU16,557,Frozen Foods,19.25
8908,FDY39,557,Meat,5.305
8909,FDM14,557,Canned,13.8
8910,FDC59,557,Starchy Foods,
8911,FDQ49,557,Breakfast,20.2
8912,FDU33,558,Snack Foods,7.63
8913,FDY15,558,Dairy,18.25
8914,NCP43,558,Others,17.75
8915,FDD08,558,Fruits and Vegetables,8.3
8916,FDY59,558,Baking Goods,8.195
8917,NCP29,558,Health and Hygiene,8.42
8918,FDU35,558,Breads,6.44
8919,DRP47,558,Hard Drinks,
8920,FDF33,558,Seafood,7.97
8921,DRB01,558,Soft Drinks,7.39
8922,NCX18,558,Household,
8923,FDU16,558,Frozen Foods,19.25
8924,FDY39,558,Meat,5.305
8925,FDM14,558,Canned,13.8
8926,FDC59,558,Starchy Foods,
8927,FDQ49,558,Breakfast,20.2
8928,FDU33,559,Snack Foods,7.63
8929,FDY15,559,Dairy,18.25
8930,NCP43,559,Others,17.75
8931,FDD08,559,Fruits and Vegetables,8.3
8932,FDY59,559,Baking Goods,8.195
8933,NCP29,559,Health and Hygiene,8.42
8934,FDU35,559,Breads,6.44
8935,DRP47,559,Hard Drinks,
8936,FDF33,559,Seafood,7.97
8937,DRB01,559,Soft Drinks,7.39
8938,NCX18,559,Household,
8939,FDU16,559,Frozen Foods,19.25
8940,FDY39,559,Meat,5.305
8941,FDM14,559,Canned,13.8
8942,FDC59,559,Starchy Foods,
8943,FDQ49,559,Breakfast,20.2
8944,FDU33,560,Snack Foods,7.63
8945,FDY15,560,Dairy,18.25
8946,NCP43,560,Others,17.75
8947,FDD08,560,Fruits and Vegetables,8.3
8948,FDY59,560,Baking Goods,8.195
8949,NCP29,560,Health and Hygiene,8.42
8950,FDU35,560,Breads,6.44
8951,DRP47,560,Hard Drinks,
8952,FDF33,560,Seafood,7.97
8953,DRB01,560,Soft Drinks,7.39
8954,NCX18,560,Household,
8955,FDU16,560,Frozen Foods,19.25
8956,FDY39,560,Meat,5.305
8957,FDM14,560,Canned,13.8
8958,FDC59,560,Starchy Foods,
8959,FDQ49,560,Breakfast,20.2
8960,FDU33,561,Snack Foods,7.63
8961,FDY15,561,Dairy,18.25
8962,NCP43,561,Others,17.75
8963,FDD08,561,Fruits and Vegetables,8.3
8964,FDY59,561,Baking Goods,8.195
8965,NCP29,561,Health and Hygiene,8.42
8966,FDU35,561,Breads,6.44
8967,DRP47,561,Hard Drinks,
8968,FDF33,561,Seafood,7.97
8969,DRB01,561,Soft Drinks,7.39
8970,NCX18,561,Household,
8971,FDU16,561,Frozen Foods,19.25
8972,FDY39,561,Meat,5.305
8973,FDM14,561,Canned,13.8
8974,FDC59,561,Starchy Foods,
8975,FDQ49,561,Breakfast,20.2
8976,FDU33,562,Snack Foods,7.63
8977,FDY15,562,Dairy,18.25
8978,NCP43,562,Others,17.75
8979,FDD08,562,Fruits and Vegetables,8.3
8980,FDY59,562,Baking Goods,8.195
8981,NCP29,562,Health and Hygiene,8.42
8982,FDU35,562,Breads,6.44
8983,DRP47,562,Hard Drinks,
8984,FDF33,562,Seafood,7.97
8985,DRB01,562,Soft Drinks,7.39
8986,NCX18,562,Household,
8987,FDU16,562,Frozen Foods,19.25
8988,FDY39,562,Meat,5.305
8989,FDM14,562,Canned,13.8
8990,FDC59,562,Starchy Foods,
8991,FDQ49,562,Breakfast,20.2
8992,FDU33,563,Snack Foods,7.63
8993,FDY15,563,Dairy,18.25
8994,NCP43,563,Others,17.75
8995,FDD08,563,Fruits and Vegetables,8.3
8996,FDY59,563,Baking Goods,8.195
8997,NCP29,563,Health and Hygiene,8.42
8998,FDU35,563,Breads,6.44
8999,DRP47,563,Hard Drinks,
9000,FDF33,563,Seafood,7.97
9001,DRB01,563,Soft Drinks,7.39
9002,NCX18,563,Household,
9003,FDU16,563,Frozen Foods,19.25
9004,FDY39,563,Meat,5.305
9005,FDM14,563,Canned,13.8
9006,FDC59,563,Starchy Foods,
9007,FDQ49,563,Breakfast,20.2
9008,FDU33,564,Snack Foods,7.63
9009,FDY15,564,Dairy,18.25
9010,NCP43,564,Others,17.75
9011,FDD08,564,Fruits and Vegetables,8.3
9012,FDY59,564,Baking Goods,8.195
9013,NCP29,564,Health and Hygiene,8.42
9014,FDU35,564,Breads,6.44
9015,DRP47,564,Hard Drinks,
9016,FDF33,564,Seafood,7.97
9017,DRB01,564,Soft Drinks,7.39
9018,NCX18,564,Household,
9019,FDU16,564,Frozen Foods,19.25
9020,FDY39,564,Meat,5.305
9021,FDM14,564,Canned,13.8
9022,FDC59,564,Starchy Foods,
9023,FDQ49,564,Breakfast,20.2
9024,FDU33,565,Snack Foods,7.63
9025,FDY15,565,Dairy,18.25
9026,NCP43,565,Others,17.75
9027,FDD08,565,Fruits and Vegetables,8.3
9028,FDY59,565,Baking Goods,8.195
9029,NCP29,565,Health and Hygiene,8.42
9030,FDU35,565,Breads,6.44
9031,DRP47,565,Hard Drinks,
9032,FDF33,565,Seafood,7.97
9033,DRB01,565,Soft Drinks,7.39
9034,NCX18,565,Household,
9035,FDU16,565,Frozen Foods,19.25
9036,FDY39,565,Meat,5.305
9037,FDM14,565,Canned,13.8
9038,FDC59,565,Starchy Foods,
9039,FDQ49,565,Breakfast,20.2
9040,FDU33,566,Snack Foods,7.63
9041,FDY15,566,Dairy,18.25
9042,NCP43,566,Others,17.75
9043,FDD08,566,Fruits and Vegetables,8.3
9044,FDY59,566,Baking Goods,8.195
9045,NCP29,566,Health and Hygiene,8.42
9046,FDU35,566,Breads,6.44
9047,DRP47,566,Hard Drinks,
9048,FDF33,566,Seafood,7.97
9049,DRB01,566,Soft Drinks,7.39
9050,NCX18,566,Household,
9051,FDU16,566,Frozen Foods,19.25
9052,FDY39,566,Meat,5.305
9053,FDM14,566,Canned,13.8
9054,FDC59,566,Starchy Foods,
9055,FDQ49,566,Breakfast,20.2
9056,FDU33,567,Snack Foods,7.63
9057,FDY15,567,Dairy,18.25
9058,NCP43,567,Others,17.75
9059,FDD08,567,Fruits and Vegetables,8.3
9060,FDY59,567,Baking Goods,8.195
9061,NCP29,567,Health and Hygiene,8.42
9062,FDU35,567,Breads,6.44
9063,DRP47,567,Hard Drinks,
9064,FDF33,567,Seafood,7.97
9065,DRB01,567,Soft Drinks,7.39
9066,NCX18,567,Household,
9067,FDU16,567,Frozen Foods,19.25
9068,FDY39,567,Meat,5.305
9069,FDM14,567,Canned,13.8
9070,FDC59,567,Starchy Foods,
9071,FDQ49,567,Breakfast,20.2
9072,FDU33,568,Snack Foods,7.63
9073,FDY15,568,Dairy,18.25
9074,NCP43,568,Others,17.75
9075,FDD08,568,Fruits and Vegetables,8.3
9076,FDY59,568,Baking Goods,8.195
9077,NCP29,568,Health and Hygiene,8.42
9078,FDU35,568,Breads,6.44
9079,DRP47,568,Hard Drinks,
9080,FDF33,568,Seafood,7.97
9081,DRB01,568,Soft Drinks,7.39
9082,NCX18,568,Household,
9083,FDU16,568,Frozen Foods,19.25
9084,FDY39,568,Meat,5.305
9085,FDM14,568,Canned,13.8
9086,FDC59,568,Starchy Foods,
9087,FDQ49,568,Breakfast,20.2
9088,FDU33,569,Snack Foods,7.63
9089,FDY15,569,Dairy,18.25
9090,NCP43,569,Others,17.75
9091,FDD08,569,Fruits and Vegetables,8.3
9092,FDY59,569,Baking Goods,8.195
9093,NCP29,569,Health and Hygiene,8.42
9094,FDU35,569,Breads,6.44
9095,DRP47,569,Hard Drinks,
9096,FDF33,569,Seafood,7.97
9097,DRB01,569,Soft Drinks,7.39
9098,NCX18,569,Household,
9099,FDU16,569,Frozen Foods,19.25
9100,FDY39,569,Meat,5.305
9101,FDM14,569,Canned,13.8
9102,FDC59,569,Starchy Foods,
9103,FDQ49,569,Breakfast,20.2
9104,FDU33,570,Snack Foods,7.63
9105,FDY15,570,Dairy,18.25
9106,NCP43,570,Others,17.75
9107,FDD08,570,Fruits and Vegetables,8.3
9108,FDY59,570,Baking Goods,8.195
9109,NCP29,570,Health and Hygiene,8.42
9110,FDU35,570,Breads,6.44
9111,DRP47,570,Hard Drinks,
9112,FDF33,570,Seafood,7.97
9113,DRB01,570,Soft Drinks,7.39
9114,NCX18,570,Household,
9115,FDU16,570,Frozen Foods,19.25
9116,FDY39,570,Meat,5.305
9117,FDM14,570,Canned,13.8
9118,FDC59,570,Starchy Foods,
9119,FDQ49,570,Breakfast,20.2
9120,FDU33,571,Snack Foods,7.63
9121,FDY15,571,Dairy,18.25
9122,NCP43,571,Others,17.75
9123,FDD08,571,Fruits and Vegetables,8.3
9124,FDY59,571,Baking Goods,8.195
9125,NCP29,571,Health and Hygiene,8.42
9126,FDU35,571,Breads,6.44
9127,DRP47,571,Hard Drinks,
9128,FDF33,571,Seafood,7.97
9129,DRB01,571,Soft Drinks,7.39
9130,NCX18,571,Household,
9131,FDU16,571,Frozen Foods,19.25
9132,FDY39,571,Meat,5.305
9133,FDM14,571,Canned,13.8
9134,FDC59,571,Starchy Foods,
9135,FDQ49,571,Breakfast,20.2
9136,FDU33,572,Snack Foods,7.63
9137,FDY15,572,Dairy,18.25
9138,NCP43,572,Others,17.75
9139,FDD08,572,Fruits and Vegetables,8.3
9140,FDY59,572,Baking Goods,8.195
9141,NCP29,572,Health and Hygiene,8.42
9142,FDU35,572,Breads,6.44
9143,DRP47,572,Hard Drinks,
9144,FDF33,572,Seafood,7.97
9145,DRB01,572,Soft Drinks,7.39
9146,NCX18,572,Household,
9147,FDU16,572,Frozen Foods,19.25
9148,FDY39,572,Meat,5.305
9149,FDM14,572,Canned,13.8
9150,FDC59,572,Starchy Foods,
9151,FDQ49,572,Breakfast,20.2
9152,FDU33,573,Snack Foods,7.63
9153,FDY15,573,Dairy,18.25
9154,NCP43,573,Others,17.75
9155,FDD08,573,Fruits and Vegetables,8.3
9156,FDY59,573,Baking Goods,8.195
9157,NCP29,573,Health and Hygiene,8.42
9158,FDU35,573,Breads,6.44
9159,DRP47,573,Hard Drinks,
9160,FDF33,573,Seafood,7.97
9161,DRB01,573,Soft Drinks,7.39
9162,NCX18,573,Household,
9163,FDU16,573,Frozen Foods,19.25
9164,FDY39,573,Meat,5.305
9165,FDM14,573,Canned,13.8
9166,FDC59,573,Starchy Foods,
9167,FDQ49,573,Breakfast,20.2
9168,FDU33,574,Snack Foods,7.63
9169,FDY15,574,Dairy,18.25
9170,NCP43,574,Others,17.75
9171,FDD08,574,Fruits and Vegetables,8.3
9172,FDY59,574,Baking Goods,8.195
9173,NCP29,574,Health and Hygiene,8.42
9174,FDU35,574,Breads,6.44
9175,DRP47,574,Hard Drinks,
9176,FDF33,574,Seafood,7.97
9177,DRB01,574,Soft Drinks,7.39
9178,NCX18,574,Household,
9179,FDU16,574,Frozen Foods,19.25
9180,FDY39,574,Meat,5.305
9181,FDM14,574,Canned,13.8
9182,FDC59,574,Starchy Foods,
9183,FDQ49,574,Breakfast,20.2
9184,FDU33,575,Snack Foods,7.63
9185,FDY15,575,Dairy,18.25
9186,NCP43,575,Others,17.75
9187,FDD08,575,Fruits and Vegetables,8.3
9188,FDY59,575,Baking Goods,8.195
9189,NCP29,575,Health and Hygiene,8.42
9190,FDU35,575,Breads,6.44
9191,DRP47,575,Hard Drinks,
9192,FDF33,575,Seafood,7.97
9193,DRB01,575,Soft Drinks,7.39
9194,NCX18,575,Household,
